obs_p,obs_q,obs_teta,obs_DateTime
0.0013,4.513,0.32266666666666666,
0.0007,4.719,0.3230833333333333,
0.0001,4.925,0.3235833333333333,
0.0001,4.987,0.3285833333333334,
0.0005,5.112,0.3356666666666666,
0.0002,5.406,0.3371666666666668,
0.0,5.917,0.33775000000000005,
0.0001,6.391,0.3381666666666667,
0.0,6.829,0.3383333333333334,
0.0,7.405,0.3375000000000001,
0.0,7.628,0.33675000000000005,
0.0,7.516,0.3356666666666666,
0.0,7.227,0.3353333333333333,
0.0,6.939,0.33466666666666667,
0.0,6.697,0.33375000000000005,
0.0,6.413,0.3331666666666667,
0.0,6.196,0.3329166666666667,
0.0,5.981,0.3326666666666667,
0.0,5.852,0.3323333333333333,
0.0,5.724,0.33175,
0.0,5.576,0.3315833333333333,
0.0,5.449,0.33116666666666666,
0.0,5.301,0.3305,
0.0,5.217,0.33066666666666666,
0.0,5.112,0.3304166666666667,
0.0,5.05,0.3298333333333334,
0.0,4.987,0.3299166666666667,
0.0,4.946,0.32941666666666675,
0.0,4.884,0.32900000000000007,
0.0,4.822,0.32850000000000007,
0.0,4.801,0.3284166666666667,
0.0,4.76,0.32841666666666663,
0.0,4.739,0.32783333333333325,
0.0,4.739,0.32775,
0.0,4.677,0.32725,
0.0,4.616,0.32666666666666666,
0.0,4.575,0.32666666666666666,
0.0,4.575,0.3265,
0.0,4.534,0.3265833333333334,
0.0,4.493,0.32625000000000004,
0.0001,4.473,0.32608333333333334,
0.0,4.473,0.32633333333333336,
0.0,4.473,0.32641666666666663,
0.0,4.432,0.326,
0.0,4.432,0.32550000000000007,
0.0014,4.473,0.32475,
0.0,4.554,0.32516666666666666,
0.0,4.493,0.32575000000000004,
0.0,4.493,0.32675,
0.0,4.534,0.3264166666666667,
0.0001,4.534,0.32625,
0.0001,4.534,0.32658333333333334,
0.0,4.616,0.32666666666666666,
0.0,4.493,0.3268333333333333,
0.0,4.432,0.32708333333333334,
0.0,4.432,0.3268333333333333,
0.0,4.432,0.3265,
0.0,4.432,0.32625,
0.0001,4.412,0.32625000000000004,
0.0,4.391,0.32625,
0.0,4.371,0.32600000000000007,
0.0,4.391,0.32583333333333336,
0.0,4.371,0.32583333333333336,
0.0,4.371,0.326,
0.0,4.33,0.3256666666666667,
0.0,4.31,0.3259166666666667,
0.0,4.31,0.3253333333333334,
0.0,4.29,0.32575000000000004,
0.0,4.249,0.3255833333333334,
0.0,4.229,0.3253333333333334,
0.0,4.209,0.3252500000000001,
0.0,4.169,0.32541666666666674,
0.0,4.169,0.32508333333333345,
0.0,4.149,0.32541666666666674,
0.0,4.149,0.3249166666666667,
0.0,4.128,0.32500000000000007,
0.0,4.169,0.325,
0.0,4.209,0.3243333333333333,
0.0,4.249,0.32449999999999996,
0.0,4.189,0.32399999999999995,
0.0,4.128,0.324,
0.0,4.108,0.3236666666666666,
0.0,4.088,0.32341666666666663,
0.0,4.088,0.3235833333333333,
0.0,4.068,0.3233333333333333,
0.0,4.028,0.3229166666666667,
0.0,4.088,0.3228333333333333,
0.0,4.068,0.32275000000000004,
0.0,4.048,0.3229166666666667,
0.0,4.008,0.32258333333333333,
0.0,3.948,0.323,
0.0,3.948,0.323,
0.0,3.889,0.32258333333333333,
0.0,3.889,0.32275000000000004,
0.0,3.869,0.32275,
0.0,3.869,0.32275000000000004,
0.0,3.809,0.32258333333333333,
0.0,3.829,0.32266666666666666,
0.0,3.809,0.32216666666666666,
0.0,3.809,0.3224166666666667,
0.0,3.809,0.32183333333333336,
0.0,3.809,0.322,
0.0,3.829,0.32183333333333336,
0.0,3.829,0.32125000000000004,
0.0,3.829,0.3213333333333334,
0.0,3.869,0.32141666666666674,
0.0,3.849,0.32066666666666666,
0.0,3.809,0.32091666666666674,
0.0,3.789,0.32075,
0.0,3.789,0.32083333333333336,
0.0,3.75,0.32025,
0.0,3.73,0.3205833333333334,
0.0,3.691,0.3205,
0.0,3.671,0.32050000000000006,
0.0,3.671,0.31999999999999995,
0.0,3.632,0.3202499999999999,
0.0,3.612,0.3204166666666667,
0.0,3.612,0.3198333333333333,
0.0,3.573,0.3200833333333333,
0.0,3.553,0.31991666666666657,
0.0,3.553,0.32025000000000003,
0.0,3.553,0.32016666666666665,
0.0,3.534,0.3198333333333333,
0.0,3.553,0.3197499999999999,
0.0,3.573,0.3194166666666666,
0.0,3.553,0.31925,
0.0,3.553,0.3193333333333333,
0.0,3.553,0.31883333333333336,
0.0,3.553,0.31883333333333336,
0.0,3.534,0.31866666666666665,
0.0,3.534,0.31883333333333336,
0.0,3.475,0.31866666666666665,
0.0,3.436,0.31833333333333336,
0.0,3.417,0.3184166666666667,
0.0,3.436,0.31825000000000003,
0.0,3.417,0.3180833333333334,
0.0,3.397,0.31808333333333333,
0.0,3.436,0.31833333333333336,
0.0,3.397,0.31833333333333336,
0.0,3.339,0.31791666666666674,
0.0,3.32,0.3176666666666667,
0.0,3.3,0.31833333333333336,
0.0,3.262,0.3181666666666667,
0.0,3.262,0.318,
0.0,3.262,0.31800000000000006,
0.0,3.243,0.318,
0.0,3.243,0.31775000000000003,
0.0,3.339,0.31783333333333336,
0.0,3.3,0.3174166666666666,
0.0,3.3,0.31700000000000006,
0.0,3.243,0.31675000000000003,
0.0,3.281,0.3173333333333334,
0.0,3.243,0.317,
0.0,3.223,0.3164166666666666,
0.0,3.185,0.31683333333333336,
0.0,3.204,0.3164166666666666,
0.0,3.185,0.31675000000000003,
0.0,3.204,0.31675000000000003,
0.0,3.147,0.31725,
0.0,3.127,0.3170833333333334,
0.0,3.108,0.3170833333333334,
0.0,3.089,0.31683333333333336,
0.0,3.07,0.3170833333333334,
0.0,3.07,0.31700000000000006,
0.0,3.089,0.31683333333333336,
0.0,3.051,0.31725000000000003,
0.0,3.032,0.31716666666666676,
0.0,3.089,0.3170833333333334,
0.0,3.089,0.3168333333333333,
0.0,3.243,0.31750000000000006,
0.0,3.166,0.31683333333333336,
0.0,3.166,0.31625,
0.0,3.051,0.3166666666666666,
0.0,2.994,0.3164166666666666,
0.0,3.013,0.31608333333333327,
0.0,3.013,0.3164166666666666,
0.0012000000000000001,3.032,0.31583333333333324,
0.0,3.089,0.3159166666666666,
0.0017,3.185,0.31516666666666665,
0.0008999999999999999,3.3,0.3213333333333333,
0.0,3.849,0.3244166666666667,
0.0,3.809,0.3251666666666667,
0.0,3.73,0.32575000000000004,
0.0,3.789,0.3259166666666667,
0.0,4.048,0.32533333333333336,
0.0,4.189,0.3255833333333334,
0.0,4.229,0.32525,
0.0,4.088,0.3253333333333334,
0.0,3.809,0.32525,
0.0,3.73,0.32483333333333336,
0.0,3.612,0.32500000000000007,
0.0,3.436,0.3244166666666667,
0.0,3.475,0.32441666666666663,
0.0,3.436,0.3245,
0.0,3.358,0.3241666666666667,
0.0,3.339,0.32416666666666666,
0.0,3.378,0.3243333333333333,
0.0001,3.3,0.32349999999999995,
0.0,3.262,0.32383333333333325,
0.0,3.262,0.32325,
0.0,3.262,0.32308333333333333,
0.0,3.262,0.3228333333333333,
0.0,3.243,0.32258333333333333,
0.0,3.243,0.3225,
0.0,3.223,0.32275,
0.0,3.204,0.32258333333333333,
0.0,3.185,0.322,
0.0,3.185,0.32225,
0.0,3.166,0.3219166666666667,
0.0,3.147,0.32175000000000004,
0.0,3.127,0.32208333333333333,
0.0,3.127,0.3219166666666667,
0.0,3.108,0.32175,
0.0,3.089,0.32208333333333333,
0.0,3.051,0.322,
0.0,3.032,0.32183333333333336,
0.0,3.013,0.3219166666666667,
0.0,3.013,0.32150000000000006,
0.0,2.994,0.3212500000000001,
0.0,2.994,0.3212500000000001,
0.0,2.994,0.3213333333333334,
0.0,2.994,0.321,
0.0,2.975,0.32083333333333336,
0.0,2.975,0.32025,
0.0,2.975,0.32058333333333333,
0.0,2.937,0.32049999999999995,
0.0,2.937,0.32049999999999995,
0.0,2.918,0.3195833333333333,
0.0,2.918,0.31949999999999995,
0.0,2.899,0.3196666666666666,
0.0,2.937,0.31975000000000003,
0.0,2.88,0.31949999999999995,
0.0,2.862,0.3195833333333333,
0.0001,2.843,0.31949999999999995,
0.0005,2.862,0.31908333333333333,
0.0002,2.843,0.31949999999999995,
0.0,2.88,0.3194166666666666,
0.0,2.918,0.31916666666666665,
0.0,2.975,0.3193333333333333,
0.0,2.994,0.3193333333333333,
0.0,2.937,0.3194166666666666,
0.0,2.937,0.31925,
0.0,2.937,0.31925,
0.0,2.937,0.31908333333333333,
0.0,2.975,0.31908333333333333,
0.0,2.975,0.31908333333333333,
0.0,2.918,0.3193333333333333,
0.0,2.918,0.3188333333333333,
0.0,2.88,0.319,
0.0,2.862,0.31916666666666665,
0.0,2.88,0.3184166666666666,
0.0,2.862,0.31808333333333333,
0.0,2.956,0.31833333333333336,
0.0,2.918,0.31825000000000003,
0.0,2.88,0.3185,
0.0004,2.843,0.3185,
0.0008999999999999999,2.824,0.3176666666666667,
0.0008,2.862,0.3186666666666666,
0.0,3.032,0.31958333333333333,
0.0,3.051,0.3205833333333334,
0.0,3.032,0.3209166666666667,
0.0,2.994,0.3210833333333334,
0.0,3.013,0.3213333333333334,
0.0,3.032,0.32116666666666666,
0.0,3.013,0.3209166666666667,
0.0,3.032,0.32141666666666674,
0.0,2.994,0.32150000000000006,
0.0,2.956,0.32066666666666666,
0.0,2.956,0.3206666666666667,
0.0,2.956,0.32150000000000006,
0.0,2.918,0.32075000000000004,
0.0,2.899,0.3209166666666667,
0.0,2.899,0.32116666666666666,
0.0,2.899,0.32075,
0.0,2.918,0.3204166666666667,
0.0002,2.88,0.3205833333333333,
0.0,2.899,0.3203333333333333,
0.0001,2.956,0.32183333333333336,
0.0001,2.994,0.33099999999999996,
0.0,3.032,0.333,
0.0,3.089,0.3332500000000001,
0.0,3.089,0.33283333333333337,
0.0,3.013,0.33216666666666667,
0.0002,3.032,0.332,
0.0,3.013,0.33116666666666666,
0.0001,3.089,0.33125,
0.0,3.108,0.3305833333333334,
0.0,3.051,0.33066666666666666,
0.0,3.032,0.33025000000000004,
0.0,2.975,0.3300833333333334,
0.0,2.956,0.3293333333333334,
0.0,2.937,0.3295833333333334,
0.0,2.956,0.32916666666666666,
0.0,2.918,0.32908333333333334,
0.0,2.918,0.32883333333333337,
0.0,2.862,0.32816666666666666,
0.0,2.843,0.32841666666666663,
0.0,2.843,0.3278333333333333,
0.0,2.824,0.3279166666666666,
0.0,2.787,0.32725,
0.0,2.768,0.32708333333333334,
0.0,2.768,0.3269166666666667,
0.0,2.73,0.32725,
0.0,2.693,0.3273333333333333,
0.0,2.674,0.32675,
0.0,2.637,0.32650000000000007,
0.0,2.637,0.32675,
0.0,2.619,0.32616666666666666,
0.0,2.6,0.32666666666666666,
0.0,2.582,0.32658333333333334,
0.0,2.563,0.32633333333333336,
0.0,2.545,0.3260833333333334,
0.0,2.526,0.32616666666666666,
0.0,2.545,0.32575000000000004,
0.0,2.526,0.32550000000000007,
0.0,2.526,0.32525000000000004,
0.0,2.545,0.32541666666666674,
0.0,2.545,0.32475000000000004,
0.0,2.582,0.3246666666666667,
0.0,2.508,0.32441666666666674,
0.0,2.526,0.32408333333333333,
0.0,2.508,0.32425,
0.0,2.526,0.32416666666666666,
0.0,2.508,0.32349999999999995,
0.0,2.508,0.32358333333333333,
0.0,2.508,0.3233333333333333,
0.0,2.508,0.324,
0.0,2.471,0.32325,
0.0,2.453,0.32349999999999995,
0.0,2.453,0.3235833333333333,
0.0,2.416,0.32341666666666663,
0.0,2.398,0.3238333333333333,
0.0,2.398,0.3233333333333333,
0.0,2.38,0.32291666666666663,
0.0,2.362,0.32299999999999995,
0.0,2.362,0.32308333333333333,
0.0,2.38,0.32275,
0.0,2.344,0.32316666666666666,
0.0,2.362,0.32283333333333336,
0.0,2.362,0.3225,
0.0,2.38,0.32233333333333336,
0.0,2.398,0.32200000000000006,
0.0,2.398,0.32183333333333336,
0.0,2.398,0.3221666666666667,
0.0,2.398,0.32175000000000004,
0.0,2.398,0.32125000000000004,
0.0,2.398,0.3212500000000001,
0.0,2.398,0.32116666666666677,
0.0,2.398,0.3211666666666667,
0.0,2.38,0.32091666666666674,
0.0,2.362,0.321,
0.0,2.362,0.32083333333333336,
0.0,2.344,0.32091666666666674,
0.0,2.344,0.3209166666666667,
0.0,2.325,0.3205833333333334,
0.0,2.307,0.3213333333333334,
0.0,2.325,0.32108333333333333,
0.0,2.325,0.3209166666666667,
0.0,2.325,0.32125000000000004,
0.0,2.289,0.3208333333333334,
0.0,2.271,0.32083333333333336,
0.0,2.271,0.32075000000000004,
0.0,2.271,0.32050000000000006,
0.0,2.289,0.32058333333333333,
0.0,2.289,0.32025,
0.0,2.307,0.3203333333333333,
0.0,2.271,0.32016666666666665,
0.0,2.325,0.32016666666666665,
0.0,2.325,0.3195833333333333,
0.0,2.307,0.31991666666666657,
0.0,2.344,0.31949999999999995,
0.0,2.307,0.3189166666666667,
0.0,2.325,0.3194166666666666,
0.0,2.344,0.31908333333333333,
0.0,2.362,0.3193333333333333,
0.0,2.344,0.31916666666666665,
0.0,2.307,0.31883333333333336,
0.0,2.271,0.31899999999999995,
0.0,2.253,0.3193333333333333,
0.0,2.235,0.31916666666666665,
0.0,2.235,0.3189166666666667,
0.0,2.217,0.3193333333333333,
0.0,2.217,0.31875,
0.0,2.199,0.319,
0.0,2.199,0.31908333333333333,
0.0,2.199,0.31916666666666665,
0.0,2.217,0.31875,
0.0,2.235,0.31833333333333336,
0.0,2.253,0.31825,
0.0,2.289,0.3176666666666667,
0.0,2.271,0.3179166666666667,
0.0,2.289,0.31775000000000003,
0.0,2.307,0.3173333333333334,
0.0,2.325,0.31733333333333336,
0.0,2.325,0.31733333333333336,
0.0,2.344,0.3174166666666667,
0.0,2.362,0.31741666666666674,
0.0,2.362,0.31741666666666674,
0.0,2.344,0.31725000000000003,
0.0,2.344,0.31775000000000003,
0.0,2.307,0.3173333333333334,
0.0,2.307,0.31733333333333336,
0.0,2.307,0.31741666666666674,
0.0,2.307,0.3176666666666667,
0.0,2.289,0.3175,
0.0,2.289,0.3174166666666667,
0.0,2.271,0.3175833333333334,
0.0,2.271,0.31708333333333333,
0.0,2.271,0.3175833333333334,
0.0,2.271,0.3174166666666667,
0.0,2.271,0.3176666666666667,
0.0,2.253,0.3175,
0.0,2.289,0.31725000000000003,
0.0,2.307,0.3175833333333334,
0.0,2.307,0.3172500000000001,
0.0,2.307,0.31683333333333336,
0.0,2.307,0.317,
0.0,2.307,0.31700000000000006,
0.0,2.325,0.31675000000000003,
0.0,2.307,0.31716666666666665,
0.0,2.289,0.317,
0.0,2.271,0.317,
0.0,2.271,0.3171666666666667,
0.0,2.253,0.31700000000000006,
0.0,2.235,0.317,
0.0,2.235,0.3172500000000001,
0.0,2.235,0.31700000000000006,
0.0,2.235,0.31700000000000006,
0.0001,2.253,0.3168333333333334,
0.0006,2.235,0.31741666666666674,
0.0007,2.235,0.31741666666666674,
0.0006,2.253,0.3169166666666667,
0.002,2.325,0.31683333333333336,
0.0010999999999999998,2.398,0.3176666666666667,
0.0006,2.508,0.3199166666666667,
0.00030000000000000003,2.619,0.3233333333333333,
0.0001,2.656,0.32550000000000007,
0.0,2.712,0.32683333333333336,
0.0,2.693,0.32666666666666666,
0.0,2.73,0.327,
0.0,2.787,0.3264166666666667,
0.0,2.805,0.32658333333333334,
0.0,2.787,0.32616666666666666,
0.0,2.693,0.32591666666666674,
0.0,2.693,0.32583333333333336,
0.0,2.656,0.3256666666666667,
0.0,2.563,0.32541666666666674,
0.0,2.508,0.32583333333333336,
0.0,2.49,0.32508333333333334,
0.0,2.435,0.3246666666666667,
0.0,2.398,0.3246666666666667,
0.0,2.38,0.32466666666666666,
0.0,2.362,0.32450000000000007,
0.0,2.344,0.3240833333333333,
0.0,2.307,0.3244166666666667,
0.0,2.307,0.3243333333333333,
0.0,2.289,0.32408333333333333,
0.0,2.271,0.32433333333333336,
0.0,2.271,0.3237499999999999,
0.0,2.271,0.32433333333333325,
0.0,2.271,0.3238333333333333,
0.0,2.289,0.3235833333333333,
0.0001,2.271,0.3233333333333333,
0.0,2.325,0.323,
0.0,2.253,0.3229166666666667,
0.0,2.253,0.323,
0.0,2.271,0.32275000000000004,
0.0,2.289,0.32266666666666666,
0.0,2.307,0.32308333333333333,
0.0,2.289,0.3228333333333333,
0.0,2.289,0.32291666666666663,
0.0,2.307,0.32225000000000004,
0.0002,2.325,0.32266666666666666,
0.0,2.289,0.3225,
0.0,2.289,0.32266666666666666,
0.0,2.289,0.3225,
0.0,2.271,0.32208333333333333,
0.0,2.253,0.3225,
0.0,2.217,0.3226666666666667,
0.0,2.199,0.32233333333333336,
0.0,2.217,0.32258333333333333,
0.0,2.199,0.32241666666666663,
0.0,2.217,0.32249999999999995,
0.0,2.217,0.32233333333333336,
0.0001,2.217,0.32233333333333336,
0.0002,2.217,0.3219166666666667,
0.0004,2.217,0.322,
0.0001,2.235,0.32208333333333333,
0.0002,2.271,0.3219166666666667,
0.0002,2.307,0.32125000000000004,
0.0004,2.325,0.3225,
0.0006,2.398,0.32349999999999995,
0.0007,2.471,0.3245833333333334,
0.0006,2.526,0.327,
0.0008,2.674,0.32975000000000004,
0.00030000000000000003,2.843,0.33308333333333334,
0.00030000000000000003,2.994,0.33466666666666667,
0.001,3.223,0.3356666666666667,
0.003,3.553,0.3385833333333333,
0.0008,3.948,0.34,
0.0002,4.391,0.34,
0.0,4.863,0.3405833333333334,
0.0,5.512,0.3408333333333334,
0.0,6.326,0.3401666666666667,
0.0,7.249,0.34,
0.0,7.696,0.33908333333333335,
0.0,7.606,0.33841666666666675,
0.0,7.071,0.33783333333333343,
0.0,6.588,0.3383333333333334,
0.0001,6.175,0.3393333333333333,
0.0,5.703,0.33908333333333335,
0.0,5.343,0.33875000000000005,
0.0,5.071,0.3383333333333334,
0.0,4.78,0.3375000000000001,
0.0001,4.616,0.33716666666666667,
0.0,4.473,0.33616666666666667,
0.0,4.351,0.33583333333333326,
0.0,4.209,0.3349166666666667,
0.0,4.048,0.3349166666666667,
0.0,3.908,0.3341666666666667,
0.0,3.789,0.33425,
0.0,3.73,0.3336666666666667,
0.0,3.632,0.3331666666666667,
0.0,3.553,0.333,
0.0,3.475,0.3323333333333333,
0.0,3.417,0.3323333333333333,
0.0,3.358,0.3321666666666666,
0.0,3.32,0.3315833333333333,
0.0,3.3,0.33149999999999996,
0.0,3.243,0.331,
0.0,3.243,0.33108333333333334,
0.0,3.223,0.33058333333333334,
0.0004,3.185,0.33075000000000004,
0.0,3.089,0.3305,
0.0,3.108,0.33,
0.0,3.108,0.33016666666666666,
0.0007,3.089,0.33008333333333334,
0.0018000000000000002,3.147,0.3302500000000001,
0.00030000000000000003,3.223,0.3301666666666667,
0.0,3.3,0.3305,
0.0007,3.262,0.33075000000000004,
0.0005,3.32,0.3329166666666667,
0.0,3.436,0.33516666666666667,
0.0,3.495,0.33666666666666667,
0.0,3.475,0.33641666666666675,
0.0,3.514,0.33691666666666675,
0.0,3.612,0.3366666666666667,
0.0,3.632,0.33641666666666664,
0.0,3.612,0.33625,
0.0,3.612,0.3353333333333333,
0.0,3.534,0.33508333333333334,
0.0,3.475,0.33475000000000005,
0.0,3.417,0.33441666666666664,
0.0,3.339,0.33425,
0.0,3.358,0.33383333333333337,
0.0,3.32,0.3333333333333334,
0.0,3.3,0.33375,
0.0,3.185,0.3348333333333333,
0.0,3.127,0.3368333333333334,
0.0,3.147,0.3365833333333334,
0.0002,3.108,0.33641666666666664,
0.0,3.108,0.33608333333333335,
0.0,3.07,0.33591666666666664,
0.0,3.051,0.33483333333333337,
0.0,3.032,0.3345833333333333,
0.0,3.013,0.3341666666666667,
0.0,2.975,0.3336666666666667,
0.0,2.956,0.3334166666666667,
0.0,2.937,0.333,
0.0,2.899,0.33275,
0.0,2.862,0.3325,
0.0,2.862,0.33225,
0.0,2.843,0.33191666666666664,
0.0,2.918,0.33175,
0.0,2.88,0.33125,
0.0,2.824,0.33116666666666666,
0.0,2.805,0.33058333333333334,
0.0,2.787,0.33075000000000004,
0.0,2.787,0.33025,
0.0,2.768,0.3303333333333333,
0.0,2.749,0.32983333333333337,
0.0,2.768,0.32983333333333337,
0.0,2.73,0.3293333333333334,
0.0,2.749,0.3293333333333334,
0.0,2.712,0.32875000000000004,
0.0,2.73,0.32875,
0.0,2.749,0.32875000000000004,
0.0,2.73,0.3284166666666667,
0.0,2.712,0.3281666666666667,
0.0,2.693,0.328,
0.0,2.693,0.3276666666666666,
0.0,2.693,0.32749999999999996,
0.0,2.674,0.32741666666666663,
0.0,2.674,0.32749999999999996,
0.0,2.637,0.3271666666666666,
0.0,2.637,0.327,
0.0,2.656,0.32658333333333334,
0.0,2.637,0.3264166666666667,
0.0,2.619,0.32633333333333336,
0.0,2.619,0.3265,
0.0,2.6,0.32625000000000004,
0.0,2.582,0.32625000000000004,
0.0,2.582,0.3259166666666667,
0.0,2.582,0.32575000000000004,
0.0,2.6,0.3256666666666667,
0.0,2.619,0.32541666666666674,
0.0,2.637,0.32533333333333336,
0.0,2.6,0.32575000000000004,
0.0,2.6,0.3311666666666668,
0.0,2.619,0.33375000000000005,
0.0006000000000000001,2.693,0.33408333333333334,
0.0011,2.749,0.3336666666666667,
0.00030000000000000003,2.749,0.3334166666666667,
0.0001,2.768,0.3329166666666667,
0.0001,2.824,0.33275000000000005,
0.0001,2.88,0.33191666666666664,
0.0,2.843,0.33166666666666667,
0.0,2.824,0.3313333333333333,
0.0,2.787,0.33149999999999996,
0.00030000000000000003,2.787,0.33083333333333337,
0.0,2.768,0.3305,
0.0002,2.73,0.33075,
0.001,2.73,0.33058333333333334,
0.0008,2.73,0.33,
0.0008,2.768,0.32991666666666675,
0.001,2.805,0.3295833333333334,
0.0001,2.862,0.3303333333333333,
0.0,2.937,0.3305,
0.0,2.956,0.33016666666666666,
0.0,3.013,0.3301666666666667,
0.0,3.013,0.33008333333333334,
0.0,3.032,0.33033333333333337,
0.0,2.994,0.33,
0.0,2.956,0.3295833333333334,
0.0,2.956,0.32891666666666675,
0.0,2.899,0.3291666666666667,
0.0,2.843,0.3285833333333334,
0.0,2.805,0.32850000000000007,
0.0,2.787,0.3285833333333334,
0.0,2.749,0.32808333333333334,
0.0,2.693,0.32799999999999996,
0.0,2.674,0.3275833333333333,
0.0,2.656,0.32708333333333334,
0.0,2.637,0.32741666666666663,
0.0,2.693,0.32725,
0.0,2.693,0.3268333333333333,
0.0,2.637,0.32666666666666666,
0.0,2.6,0.3268333333333333,
0.0,2.582,0.32666666666666666,
0.0,2.582,0.3264166666666667,
0.0,2.563,0.3260833333333334,
0.0,2.563,0.3259166666666667,
0.0,2.563,0.32608333333333334,
0.0,2.563,0.32591666666666674,
0.0,2.582,0.3253333333333334,
0.0,2.582,0.3252500000000001,
0.0,2.6,0.32516666666666677,
0.0,2.563,0.32475000000000004,
0.0,2.582,0.3246666666666667,
0.0,2.563,0.3243333333333333,
0.0,2.582,0.3245,
0.0,2.545,0.3241666666666667,
0.0,2.526,0.3237499999999999,
0.0,2.508,0.32358333333333333,
0.0,2.49,0.32349999999999995,
0.0,2.453,0.3233333333333333,
0.0,2.453,0.32316666666666666,
0.0,2.453,0.32316666666666666,
0.0,2.435,0.32308333333333333,
0.0,2.435,0.32291666666666663,
0.0,2.416,0.32291666666666663,
0.0003,2.435,0.32266666666666666,
0.0012,2.435,0.32283333333333336,
0.0,2.471,0.32258333333333333,
0.0,2.824,0.32258333333333333,
0.0,2.49,0.32241666666666663,
0.0,2.526,0.32283333333333336,
0.0,2.49,0.3229166666666667,
0.0,2.545,0.32225,
0.0,2.526,0.32241666666666663,
0.0,2.508,0.3219166666666667,
0.0,2.49,0.3220833333333334,
0.0,2.49,0.32150000000000006,
0.0,2.49,0.3216666666666667,
0.0,2.453,0.3216666666666667,
0.0,2.435,0.32125,
0.0,2.416,0.3209166666666667,
0.0,2.38,0.3211666666666667,
0.0,2.362,0.32083333333333336,
0.0,2.344,0.3206666666666667,
0.0,2.344,0.32041666666666674,
0.0,2.398,0.3210000000000001,
0.0,2.362,0.3209166666666667,
0.0,2.344,0.32083333333333336,
0.0,2.307,0.32016666666666665,
0.0,2.307,0.3205833333333334,
0.0,2.289,0.3204166666666667,
0.0,2.289,0.32075000000000004,
0.0,2.289,0.32075000000000004,
0.0,2.307,0.3206666666666667,
0.0,2.307,0.32008333333333333,
0.0,2.325,0.32016666666666665,
0.0,2.289,0.32008333333333333,
0.0,2.307,0.32,
0.0,2.307,0.31975,
0.0,2.325,0.31949999999999995,
0.0,2.325,0.3195833333333333,
0.0,2.289,0.3193333333333333,
0.0,2.307,0.31925,
0.0,2.289,0.3189166666666667,
0.0,2.289,0.31866666666666665,
0.0,2.271,0.3185,
0.0,2.253,0.3185,
0.0,2.235,0.31858333333333333,
0.0,2.217,0.31866666666666665,
0.0,2.217,0.31833333333333336,
0.0,2.217,0.31833333333333336,
0.0,2.217,0.31825000000000003,
0.0,2.217,0.3184166666666666,
0.0,2.199,0.3184166666666667,
0.0,2.199,0.31825000000000003,
0.0,2.199,0.3176666666666667,
0.0,2.199,0.31775,
0.0,2.217,0.31775000000000003,
0.0,2.235,0.31775000000000003,
0.0,2.253,0.31741666666666674,
0.0,2.235,0.31741666666666674,
0.0,2.253,0.3170833333333334,
0.0,2.271,0.3173333333333334,
0.0,2.271,0.31700000000000006,
0.0,2.289,0.3165,
0.0,2.289,0.31658333333333327,
0.0,2.271,0.3159166666666667,
0.0,2.253,0.31658333333333327,
0.0,2.235,0.3163333333333333,
0.0,2.199,0.31575000000000003,
0.0,2.163,0.3158333333333333,
0.0,2.145,0.3157499999999999,
0.0,2.145,0.31599999999999995,
0.0,2.253,0.31566666666666665,
0.0,2.253,0.3154166666666666,
0.0,2.235,0.3150833333333333,
0.0,2.199,0.3156666666666666,
0.0,2.199,0.3156666666666666,
0.0,2.163,0.31549999999999995,
0.0,2.163,0.31549999999999995,
0.0,2.163,0.3148333333333333,
0.0,2.199,0.31516666666666665,
0.0,2.235,0.3148333333333333,
0.0,2.217,0.3149166666666667,
0.0,2.217,0.31433333333333335,
0.0,2.271,0.3141666666666667,
0.0,2.217,0.3135833333333334,
0.0,2.217,0.3135833333333334,
0.0,2.253,0.3135833333333334,
0.0,2.235,0.31325000000000003,
0.0,2.199,0.31275000000000003,
0.0,2.163,0.3124166666666667,
0.0,2.145,0.31250000000000006,
0.0,2.109,0.312,
0.0,2.074,0.31224999999999997,
0.0,2.074,0.3121666666666666,
0.0,2.056,0.31233333333333335,
0.0,2.056,0.31224999999999997,
0.0,2.074,0.3116666666666666,
0.0,2.074,0.3120833333333333,
0.0,2.074,0.31149999999999994,
0.0,2.074,0.31174999999999997,
0.0,2.056,0.312,
0.0,2.074,0.3119166666666667,
0.0,2.074,0.312,
0.0,2.092,0.31158333333333327,
0.0,2.109,0.3113333333333333,
0.0,2.145,0.3108333333333333,
0.0,2.181,0.3105833333333333,
0.0,2.145,0.3105,
0.0,2.145,0.3100833333333334,
0.0,2.109,0.3100833333333333,
0.0,2.092,0.30925,
0.0,2.127,0.3089166666666667,
0.0,2.127,0.3089166666666667,
0.0,2.109,0.30874999999999997,
0.0,2.092,0.3086666666666667,
0.0,2.038,0.30850000000000005,
0.0,2.021,0.3083333333333333,
0.0,2.021,0.3085,
0.0,2.021,0.30849999999999994,
0.0,2.003,0.30791666666666667,
0.0,2.003,0.30799999999999994,
0.0,2.003,0.30850000000000005,
0.0,2.003,0.30808333333333326,
0.0,1.985,0.3078333333333333,
0.0,1.968,0.3078333333333333,
0.0,1.985,0.3079166666666666,
0.0,1.985,0.3076666666666666,
0.0,1.985,0.307,
0.0,2.003,0.307,
0.0,2.038,0.30683333333333335,
0.0,2.038,0.3065,
